./bootnode.sh 192.168.0.120 >> /usr/local/myproj/ethereumTest/localNet1/testnet/bootnode.log 2>&1
Generating bootnode enr
Generated bootnode enr and written to /usr/local/myproj/ethereumTest/localNet1/testnet/boot_enr.yaml
Starting bootnode
Oct 16 08:37:43.485 WARN Discv5 packet filter is disabled
Oct 16 08:42:03.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:42:13.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:42:23.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:42:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:42:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:42:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:23.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:43:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:03.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:43.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:44:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:03.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:33.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:43.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:45:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:03.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:23.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:33.494 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:46:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:03.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:13.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:23.496 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:33.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:43.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
Oct 16 08:47:53.495 INFO Server metrics                          unreachable_nodes: 0, ipv6_and_ipv4_nodes: 0, ipv6_nodes: 0, ipv4_nodes: 0, requests/s: 0.00, active_sessions: 0, connected_peers: 0
